HN,คำนำหน้า,ชื่อ,สกุล,เลขบัตรประชาชน,วันเดือนปีเกิด,อายุ,ระดับการศึกษา,เพศ,บ้านเลขที่,หมู่,ตำบล,อำเภอ,จังหวัด,ที่อยู่รวม,ชื่อผู้ดูแล,เบอร์โทรศัพท์,มีโรคประจำตัว,รายละเอียดโรคประจำตัว,คะแนน MMSE,ผล MMSE,คะแนน TGDS,ผล TGDS,คะแนน 8Q,ระดับความเสี่ยงฆ่าตัวตาย,ผลการได้ยินหูซ้าย,รายละเอียดหูซ้าย,ผลการได้ยินหูขวา,รายละเอียดหูขวา,การมองเห็นตาขวา (Snellen),การมองเห็นตาซ้าย (Snellen),ภาวะกลั้นปัสสาวะ,ปัญหาการนอน,วันที่ประเมิน
HN000304,นาง,อัญชลี,บุญช่วย,2269245699550.00,1952-01-15,73,ประถมศึกษา,หญิง,79,20,ต.แสนสุข,อ.เมืองชลบุรี,จ.ชลบุรี,บ้านเลขที่ 79 หมู่ 20 ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี,นงนุช ชูศรี,696983812,ไม่มี,ไม่มี,29,ปกติ,10,เสี่ยงซึมเศร้า,1,ต่ำ,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงรุนแรง,6/18,6/18,ไม่มี,ไม่มี,2025-04-21
HN000305,นาย,วรัญญา,อรุณสวัสดิ์,1641740807663.00,1940-07-25,85,สูงกว่าประถมศึกษา,ชาย,37,2,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 37 หมู่ 2 ต.ริมกก อ.เมืองเชียงราย จ.เชียงราย,ไม่มีผู้ดูแล,900015875,มี,ความดันโลหิตสูง,19,สงสัยผิดปกติ,10,เสี่ยงซึมเศร้า,3,ต่ำ,ปกติ,,ผิดปกติ,หูตึงปานกลาง,6/12,6/12,มี,ไม่มี,2025-07-07
HN000306,นางสาว,ปรียา,ปฐวี,8939575632960.00,1963-10-28,62,ประถมศึกษา,หญิง,93,13,ต.เวียง,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 93 หมู่ 13 ต.เวียง อ.เมืองเชียงราย จ.เชียงราย,ทศพล ปัญญา,859744731,มี,ความดันโลหิตสูง,28,ปกติ,3,ปกติ,2,ต่ำ,ปกติ,,ปกติ,,6/6,6/6,ไม่มี,ส่งต่อแพทย์,2025-08-18
HN000307,นาย,ธิดารัตน์,ทองมาก,3346334032023.00,1962-04-14,63,ประถมศึกษา,หญิง,239,9,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 239 หมู่ 9 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,นงนุช เพ็งดี,672786396,มี,ความดันโลหิตสูง,28,ปกติ,1,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/9,ไม่มี,ไม่มี,2025-04-22
HN000308,นางสาว,ธนพล,วัฒนวงศ์,7885219646602.00,1943-03-21,82,สูงกว่าประถมศึกษา,หญิง,62,7,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 62 หมู่ 7 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,จิตรา คำแปง,924669129,มี,ความดันโลหิตสูง,25,ปกติ,8,เสี่ยงซึมเศร้า,3,ต่ำ,ผิดปกติ,หูตึงรุนแรง,ผิดปกติ,ติดเชื้อในหู,6/12,6/12,ไม่มี,ไม่มี,2025-08-06
HN000309,นาย,ชวัลลักษณ์,จันทร์เพ็ญ,6596758275889.00,1954-10-07,71,ประถมศึกษา,หญิง,167,9,ต.ช้างเผือก,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 167 หมู่ 9 ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่,สมโภชน์ บุญเรือง,816913666,ไม่มี,ไม่มี,29,ปกติ,6,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/9,6/18,ไม่มี,ไม่มี,2025-10-18
HN000310,นางสาว,ขวัญใจ,วัฒนวงศ์,5021549581727.00,1959-02-26,66,สูงกว่าประถมศึกษา,ชาย,16,9,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 16 หมู่ 9 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,วิชัย อินทรา,809234877,มี,โรคหัวใจ,26,ปกติ,6,ปกติ,4,ต่ำ,ปกติ,,ปกติ,,6/6,6/12,ไม่มี,ไม่มี,2025-07-24
HN000311,นางสาว,วรพล,มณีวรรณ,7843795166661.00,1953-03-15,72,สูงกว่าประถมศึกษา,หญิง,164,20,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 164 หมู่ 20 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,ทศพล ปัญญา,854067994,ไม่มี,ไม่มี,28,ปกติ,5,ปกติ,1,ต่ำ,ปกติ,,ผิดปกติ,ได้ยินไม่ชัด,6/9,6/18,ไม่มี,ไม่มี,2025-07-18
HN000312,นาง,อนันต์,ศรีบุญ,7637636235679.00,1959-12-09,66,ประถมศึกษา,ชาย,37,2,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 37 หมู่ 2 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,สมโภชน์ วัฒนกิจ,856459345,มี,ข้อเข่าเสื่อม,24,ปกติ,7,เสี่ยงซึมเศร้า,3,ต่ำ,ปกติ,,ปกติ,,6/9,6/12,ไม่มี,ส่งต่อแพทย์,2025-01-12
HN000313,นางสาว,ลลิตา,รัตนสกุล,2627959872898.00,1933-12-21,92,สูงกว่าประถมศึกษา,ชาย,136,9,ต.แม่กา,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 136 หมู่ 9 ต.แม่กา อ.เมืองพะเยา จ.พะเยา,กมล บุญเรือง,610506437,ไม่มี,ไม่มี,27,ปกติ,6,ปกติ,3,ต่ำ,ผิดปกติ,ได้ยินไม่ชัด,ปกติ,,6/24,6/24,ไม่มี,ไม่มี,2025-01-15
HN000314,นางสาว,จิราภรณ์,ทองดี,6129846132346.00,1963-10-28,62,ประถมศึกษา,หญิง,293,4,ต.เวียง,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 293 หมู่ 4 ต.เวียง อ.เมืองเชียงราย จ.เชียงราย,ทศพล ปัญญา,699146133,มี,ความดันโลหิตสูง,28,ปกติ,3,ปกติ,2,ต่ำ,ปกติ,,ปกติ,,6/6,6/6,ไม่มี,ส่งต่อแพทย์,2025-08-18
HN000315,นาย,พิมพ์ชนก,รุ่งเรือง,3076112127950.00,1948-01-05,77,สูงกว่าประถมศึกษา,หญิง,228,5,ต.หัวหมาก,อ.บางกะปิ,จ.กรุงเทพมหานคร,บ้านเลขที่ 228 หมู่ 5 ต.หัวหมาก อ.บางกะปิ จ.กรุงเทพมหานคร,ไม่มีผู้ดูแล,995174839,ไม่มี,ไม่มี,26,ปกติ,7,เสี่ยงซึมเศร้า,7,ปานกลาง,ปกติ,,ผิดปกติ,หูตึงปานกลาง,6/18,6/18,ไม่มี,ไม่มี,2025-02-25
HN000316,นาย,จิราภรณ์,มงคลชัย,3253897780586.00,1957-11-06,68,ประถมศึกษา,หญิง,205,6,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 205 หมู่ 6 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,จิตรา สมใจ,857909153,มี,ข้อเข่าเสื่อม,26,ปกติ,5,ปกติ,0,ไม่มีความเสี่ยง,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/9,6/6,ไม่มี,ส่งต่อแพทย์,2025-01-25
HN000317,นางสาว,สายฝน,ทองมาก,2834745645965.00,1939-04-21,86,ประถมศึกษา,หญิง,280,8,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 280 หมู่ 8 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,ไม่มีผู้ดูแล,868239429,ไม่มี,ไม่มี,19,สงสัยผิดปกติ,5,ปกติ,4,ต่ำ,ผิดปกติ,ได้ยินไม่ชัด,ผิดปกติ,ติดเชื้อในหู,6/12,6/12,ไม่มี,ส่งต่อแพทย์,2025-02-28
HN000318,นางสาว,สมปอง,กิตติเดช,8186035103452.00,1956-11-02,69,ประถมศึกษา,ชาย,289,6,ต.ท่าวังทอง,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 289 หมู่ 6 ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา,กมล คำแปง,636505155,มี,ข้อเข่าเสื่อม,24,ปกติ,7,เสี่ยงซึมเศร้า,8,ปานกลาง,ปกติ,,ปกติ,,6/12,6/12,ไม่มี,ส่งต่อแพทย์,2025-07-25
HN000319,นาง,พิมพ์ชนก,อินทร์ทอง,4001949338305.00,1946-05-03,79,สูงกว่าประถมศึกษา,หญิง,225,9,ต.หัวหมาก,อ.บางกะปิ,จ.กรุงเทพมหานคร,บ้านเลขที่ 225 หมู่ 9 ต.หัวหมาก อ.บางกะปิ จ.กรุงเทพมหานคร,ไม่มีผู้ดูแล,651415894,ไม่มี,ไม่มี,22,สงสัยผิดปกติ,1,ปกติ,2,ต่ำ,ผิดปกติ,หูตึงรุนแรง,ผิดปกติ,หูตึงปานกลาง,6/9,6/12,มี,ส่งต่อแพทย์,2025-08-09
HN000320,นาย,ชยาธิป,เสริมสุข,5985830132351.00,1956-11-02,69,ประถมศึกษา,ชาย,54,1,ต.ท่าวังทอง,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 54 หมู่ 1 ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา,กมล คำแปง,931126826,มี,ข้อเข่าเสื่อม,24,ปกติ,7,เสี่ยงซึมเศร้า,8,ปานกลาง,ปกติ,,ปกติ,,6/12,6/12,ไม่มี,ส่งต่อแพทย์,2025-07-25
HN000321,นาย,สมปอง,ศรีบุญ,1195511101336.00,1948-02-19,77,ประถมศึกษา,หญิง,7,17,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 7 หมู่ 17 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,สมโภชน์ ชูศรี,615624643,มี,เบาหวาน,23,สงสัยผิดปกติ,11,เสี่ยงซึมเศร้า,11,สูง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงเล็กน้อย,6/18,6/12,มี,ไม่มี,2025-01-03
HN000322,นาง,วรพล,ปฐวี,1099150006458.00,1944-10-24,81,ประถมศึกษา,ชาย,268,11,ต.ในเมือง,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 268 หมู่ 11 ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น,อาทิตย์ ชูศรี,659356182,มี,ข้อเข่าเสื่อม,18,สงสัยผิดปกติ,13,เสี่ยงซึมเศร้า,4,ต่ำ,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/12,6/12,ไม่มี,ไม่มี,2025-06-04
HN000323,นาง,ภูริ,ตั้งใจดี,6394841277219.00,1952-12-05,73,ประถมศึกษา,หญิง,288,20,ต.หนองปรือ,อ.บางละมุง,จ.ชลบุรี,บ้านเลขที่ 288 หมู่ 20 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,กมล ปัญญา,945394737,มี,ไตเรื้อรัง,30,ปกติ,4,ปกติ,4,ต่ำ,ปกติ,,ผิดปกติ,หูตึงเล็กน้อย,6/9,6/18,ไม่มี,ไม่มี,2025-10-01
